FORM_NAME,CATEGORY_NAME,MAKE,MODEL,POWER,TYRE_SIZE,NET_WT,NUMBER_WHEELS,NUMBER_AXLES
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX (S-LN107),2779,215/80R15,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,QUANTUM (KDH220) VAN,2494,195/R15,3500,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LAND CRUISER (HZJ76R-RKMRS-34),4164,7.50R16,2160,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,QUANTUM (KDH220) VAN,2494,195R15,3500,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX SURF SSR KD-KZN185W,2982,265/70R16,1500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,QUANTUM (KDH220) VAN,2494,195R15,3500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER CBA-SG5,1990,195/65R15,1370,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/60R14,1150,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK X DBA-GRX120-AETZH,2490,175/65R14,1520,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,QUANTUM (KDH220) VAN,2494,195R15,3500,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK X (DBA-GRX120-AETZH),2490,215/60R16,1520,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,X-TRAIL TA-NT30,1998,215/70R15,1410,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE VAN KC-LH103V,2779,195/65R15,1640,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KG-LH178V,2980,205/70R15,1920,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE317BD),4214,7.00R16,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3630,7.00R16,2420,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VOXY CBA-AZR60G-BREEH,1990,255/75R16,1520,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-TJMRS),4164,7.50R16,2095,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER ( HZJ78R-RJMRS-33 ),4164,7.50R16-85,2160,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,QUANTUM (KDH220) VAN,2494,195/R15,3500,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,2.75x17/3.00x17,109,2,2
